,Unnamed: 0,Fahrzeugklasse,Fahrzeugart_Code,Fahrzeugart,Marken_Code,Marke,Marke_und_Typ,Typ1,Typ2,Typ3,Typ4,Typengenehmigungs-Nr,Typengenehmigungs-Nr_Zusatz,Karosserieform_Code,Karosserieform,Farbe,Farbe_Zusatz,Sitzplätze,Sitzplätze_vorne,Stehplätze,Leergewicht,Nutzlast,Gesamtgewicht,Gesamtzugsgewicht,Anhängelast,Dachlast,Tankinhalt_Aufbaus,Hubraum,Zylinder,Leistung,Motorkennzeichen,Treibstoff_Code,Treibstoff,CO2,Emissionscode,Energieeffizienzkategorie,Getriebe_Code,Getriebe,Getriebe_Detailcode,Antrieb_Code,Antrieb,Achsen,Erstinverkehrsetzung_Jahr,Erstinverkehrsetzung_Monat,Erstinvekehrsetzung_Kanton,Erstinverkehrsetzung_Staat,Gebrauchtcode,Ersterfassung_Jahr,Ersterfassung_Monat,Schildfarbe_Code,Schildfarbe,Schildart_Code,Schildart,Inverkehrsetzung_Status_Code,Inverkehrsetzung_Kanton,PLZ,Ort,BFS-Gemeinde-Nr,Staat_Code,Staat,Halterart_Code,Halterart,Besondere_Verwendung_Code,Besondere_Verwendung,Unnamed: 63,Marke_harm,Type_harm,Luxury,Marke_Typ_harm
9198,4833500,M1,1,Personenwagen,6306,skoda,skoda kodiaq 2.0tdi 4x4,kodiaq 2.0tdi 4x4,kodiaq,2.0tdi,4x4,1SG598,,161,Stationswagen,Weiss,,5,2,0,1838,562,2400,0,2500,75,0,1968,4,140.0,DFH,D,Diesel,152.0,B6d,E,M,Mechanisch,M7A,A,Allrad,2,2019,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,371,CH,Schweiz,1,männlich,,,,skoda,KODIAQ,x,skoda - KODIAQ
1501,4896488,M1,1,Personenwagen,3828,ssangyong,ssangyong korando 2.0 xvt,korando 2.0 xvt,korando,2.0,XVT,1SE705,,163,Limousine,Schwarz,Metallic,5,2,0,1747,513,2260,0,2000,75,0,1998,4,109.6,671950,D,Diesel,157.0,B5b,F,M,Mechanisch,M6,A,Allrad,2,2013,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,194,CH,Schweiz,1,männlich,,,,ssangyong,KORANDO,x,ssangyong - KORANDO
2631,4895599,M1,1,Personenwagen,3828,ssangyong,ssangyong korando 2.0 xvt,korando 2.0 xvt,korando,2.0,XVT,1SE717,,163,Limousine,Grau,,5,2,0,1747,513,2260,0,0,75,0,1998,4,109.6,671950,D,Diesel,157.0,B5b,F,M,Mechanisch,M6,A,Allrad,2,2014,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5002,CH,Schweiz,1,männlich,,,,ssangyong,KORANDO,x,ssangyong - KORANDO
7226,4896452,M1,1,Personenwagen,3828,ssangyong,ssangyong korando 2.0 xvt,korando 2.0 xvt,korando,2.0,XVT,1SE701,,163,Limousine,Grau,Metallic,5,2,0,1767,493,2260,0,2400,75,0,1998,4,129.0,671950,D,Diesel,199.0,B5a,G,A,Automat,A6,A,Allrad,2,2013,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,84,CH,Schweiz,2,weiblich,,,,ssangyong,KORANDO,x,ssangyong - KORANDO
2285,4898093,M1,1,Personenwagen,3828,ssangyong,ssangyong rexton rx 270,rexton rx 270,rexton,rx,270,1SE636,,163,Limousine,Grau,Metallic,5,2,0,2120,430,2550,0,3500,100,0,2696,5,121.0,,D,Diesel,266.0,B03,G,A,Automat,A5,A,Allrad,2,2005,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,89,CH,Schweiz,3,juristisch,,,,ssangyong,REXTON,x,ssangyong - REXTON
2316,4898699,M1,1,Personenwagen,3828,ssangyong,ssangyong rexton rx 270xdi,rexton rx 270xdi,rexton,rx,270Xdi,1SE660,,163,Limousine,Schwarz,,5,2,0,2176,584,2760,6300,3500,100,0,2696,5,121.0,,D,Diesel,250.0,B04,G,A,Automat,A5,A,Allrad,2,2008,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6240,CH,Schweiz,1,männlich,,,,ssangyong,REXTON,x,ssangyong - REXTON
2720,4895416,M1,1,Personenwagen,3828,ssangyong,ssangyong rexton 2.2 crdi,rexton 2.2 crdi,rexton,2.2,CRDI,1SE779,,161,Stationswagen,Schwarz,,7,2,0,2205,755,2960,0,0,100,0,2157,4,133.1,672960,D,Diesel,218.0,B6b,G,A,Automat,A7,A,Allrad,2,2018,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3101,CH,Schweiz,1,männlich,,,,ssangyong,REXTON,x,ssangyong - REXTON
8725,4899384,M1,1,Personenwagen,3828,ssangyong,ssangyong rexton rx 270xvt,rexton rx 270xvt,rexton,rx,270XVT,1SE696,,163,Limousine,Schwarz,,7,2,0,2179,581,2760,0,0,100,0,2696,5,132.0,,D,Diesel,235.0,B04,G,A,Automat,A5,A,Allrad,2,2011,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4601,CH,Schweiz,2,weiblich,,,,ssangyong,REXTON,x,ssangyong - REXTON
2679,4981529,M1,1,Personenwagen,7116,subaru,subaru xv1.6i/1.6i-s awd,xv1.6i/1.6i-s awd,xv1.6i/1.6i-s,awd,,1SC788,,161,Stationswagen,Rot,,5,2,0,1495,445,1940,0,0,80,0,1600,4,84,FB16,B,Benzin,151.0,B6b,G,M,Mechanisch,M5,A,Allrad,2,2017,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4021,CH,Schweiz,1,männlich,,,,subaru,XV,x,subaru - XV
2707,4981359,M1,1,Personenwagen,7116,subaru,subaru xv1.6i/1.6i-s awd,xv1.6i/1.6i-s awd,xv1.6i/1.6i-s,awd,,1SC788,,161,Stationswagen,Rot,,5,2,0,1495,445,1940,0,0,80,0,1600,4,84,FB16,B,Benzin,151.0,B6b,G,M,Mechanisch,M5,A,Allrad,2,2016,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5886,CH,Schweiz,1,männlich,,,,subaru,XV,x,subaru - XV
2809,4996675,M1,1,Personenwagen,7116,subaru,subaru xv 2.0is awd,xv 2.0is awd,xv,2.0is,AWD,1SC815,,161,Stationswagen,Grau,Metallic,5,2,0,1552,388,1940,0,0,80,0,1995,4,115.0,FB20,B,Benzin,159.0,B6c,G,S,Stufenlos,SM,A,Allrad,2,2018,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3444,CH,Schweiz,2,weiblich,,,,subaru,XV,x,subaru - XV
3034,4988412,M1,1,Personenwagen,7116,subaru,subaru xv2.0i/2.0i-s awd,xv2.0i/2.0i-s awd,xv2.0i/2.0i-s,awd,,1SC775,,161,Stationswagen,Weiss,Metallic,5,2,0,1525,415,1940,0,1200,80,0,1995,4,110,FB20,B,Benzin,153.0,B5b,G,S,Stufenlos,SM,A,Allrad,2,2015,3,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6246,CH,Schweiz,1,männlich,,,,subaru,XV,x,subaru - XV
3216,4994446,M1,1,Personenwagen,7116,subaru,subaru xv 1.6i/1.6is awd,xv 1.6i/1.6is awd,xv,1.6i/1.6is,AWD,1SC820,,161,Stationswagen,Weiss,,5,2,0,1523,417,1940,0,0,80,0,1600,4,84.0,FB16,B,Benzin,157.0,B6d,G,S,Stufenlos,SM,A,Allrad,2,2018,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6248,CH,Schweiz,2,weiblich,,,,subaru,XV,x,subaru - XV
3541,4981285,M1,1,Personenwagen,7116,subaru,subaru xv1.6i/1.6i-s awd,xv1.6i/1.6i-s awd,xv1.6i/1.6i-s,awd,,1SC788,,161,Stationswagen,Weiss,Metallic,5,2,0,1495,445,1940,0,0,80,0,1600,4,84,FB16,B,Benzin,151.0,B6b,G,M,Mechanisch,M5,A,Allrad,2,2016,3,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6404,CH,Schweiz,3,juristisch,,,,subaru,XV,x,subaru - XV
3793,4991844,M1,1,Personenwagen,7116,subaru,subaru xv2.0d/2.0d-s awd,xv2.0d/2.0d-s awd,xv2.0d/2.0d-s,awd,,1SC747,,161,Stationswagen,Weiss,,5,2,0,1490,470,1960,0,0,80,0,1998,4,108.0,,D,Diesel,146.0,B5b,F,M,Mechanisch,M6,A,Allrad,2,2013,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3427,CH,Schweiz,2,weiblich,,,,subaru,XV,x,subaru - XV
4933,4978600,M1,1,Personenwagen,7116,subaru,subaru xv1.6i/1.6i-s awd,xv1.6i/1.6i-s awd,xv1.6i/1.6i-s,awd,,1SC774,,161,Stationswagen,Grau,Metallic,5,2,0,1530,410,1940,0,0,80,0,1600,4,84.0,FB16,B,Benzin,151.0,B5b,E,,,SM,A,Allrad,2,2014,3,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,216,CH,Schweiz,1,männlich,,,,subaru,XV,x,subaru - XV
5634,4978594,M1,1,Personenwagen,7116,subaru,subaru xv 1.6i-s awd,xv 1.6i-s awd,xv,1.6i-s,AWD,1SC774,,161,Stationswagen,Blau,Metallic,5,2,0,1530,410,1940,0,0,80,0,1600,4,84.0,FB16,B,Benzin,146.0,B5b,F,S,Stufenlos,SM,A,Allrad,2,2014,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,94,CH,Schweiz,1,männlich,,,,subaru,XV,x,subaru - XV
5797,4990540,M1,1,Personenwagen,7116,subaru,subaru xv2.0i/2.0i-s awd,xv2.0i/2.0i-s awd,xv2.0i/2.0i-s,awd,,1SC789,,161,Stationswagen,Weiss,,5,2,0,1535,405,1940,0,0,80,0,1995,4,110.0,FB20,B,Benzin,151.0,B6b,G,S,Stufenlos,SM,A,Allrad,2,2017,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,355,CH,Schweiz,1,männlich,,,,subaru,XV,x,subaru - XV
6181,4983026,M1,1,Personenwagen,7116,subaru,subaru xv2.0i/2.0i-s awd,xv2.0i/2.0i-s awd,xv2.0i/2.0i-s,awd,,1SC775,,161,Stationswagen,Grau,Metallic,5,2,0,1495,445,1940,0,0,80,0,1995,4,110,FB20,B,Benzin,160.0,B5b,G,M,Mechanisch,M6,A,Allrad,2,2015,9,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2072,CH,Schweiz,2,weiblich,,,,subaru,XV,x,subaru - XV
7296,4987125,M1,1,Personenwagen,7116,subaru,subaru xv2.0i/2.0i-s awd,xv2.0i/2.0i-s awd,xv2.0i/2.0i-s,awd,,1SC746,,161,Stationswagen,Weiss,,5,2,0,1525,415,1940,0,0,80,0,1995,4,110,FB20,B,Benzin,153.0,B5b,G,S,Stufenlos,SM,A,Allrad,2,2013,9,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5843,CH,Schweiz,2,weiblich,,,,subaru,XV,x,subaru - XV
7497,4984113,M1,1,Personenwagen,7116,subaru,subaru xv2.0i-s awd,xv2.0i-s awd,xv2.0i-s,awd,,1SC746,,161,Stationswagen,Grau,Metallic,5,2,0,1455,485,1940,0,0,80,0,1995,4,110,,B,Benzin,153.0,B5b,G,S,Stufenlos,SM,A,Allrad,2,2012,3,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,154,CH,Schweiz,1,männlich,,,,subaru,XV,x,subaru - XV
7567,4977881,M1,1,Personenwagen,7116,subaru,subaru xv1.6i awd,xv1.6i awd,xv1.6i,awd,,1SC745,,161,Stationswagen,Grau,Metallic,5,2,0,1460,480,1940,0,0,80,0,1600,4,84.0,FB16,B,Benzin,146.0,B5b,F,S,Stufenlos,SM,A,Allrad,2,2012,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1707,CH,Schweiz,1,männlich,,,,subaru,XV,x,subaru - XV
7809,4994313,M1,1,Personenwagen,7116,subaru,subaru xv 1.6is awd,xv 1.6is awd,xv,1.6is,AWD,1SC813,,161,Stationswagen,Grau,Metallic,5,2,0,1538,402,1940,0,0,80,0,1600,4,84.0,FB16,B,Benzin,149.0,B6c,G,S,Stufenlos,SM,A,Allrad,2,2018,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1403,CH,Schweiz,2,weiblich,,,,subaru,XV,x,subaru - XV
8290,4987647,M1,1,Personenwagen,7116,subaru,subaru xv2.0i/2.0i-s awd,xv2.0i/2.0i-s awd,xv2.0i/2.0i-s,awd,,1SC775,,161,Stationswagen,Rot,Metallic,5,2,0,1525,415,1940,0,0,80,0,1995,4,110.0,FB20,B,Benzin,153.0,B5b,G,S,Stufenlos,SM,A,Allrad,2,2014,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1039,CH,Schweiz,1,männlich,,,,subaru,XV,x,subaru - XV
8602,4991413,M1,1,Personenwagen,7116,subaru,subaru xv2.0i/2.0i-s awd,xv2.0i/2.0i-s awd,xv2.0i/2.0i-s,awd,,1SC789,,161,Stationswagen,Weiss,Metallic,5,2,0,1535,405,1940,0,0,80,0,1995,4,110.0,FB20,B,Benzin,151.0,B6b,G,S,Stufenlos,SM,A,Allrad,2,2017,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2123,CH,Schweiz,1,männlich,,,,subaru,XV,x,subaru - XV
8887,4987937,M1,1,Personenwagen,7116,subaru,subaru xv2.0i/2.0i-s awd,xv2.0i/2.0i-s awd,xv2.0i/2.0i-s,awd,,1SC775,,161,Stationswagen,Rot,Metallic,5,2,0,1525,415,1940,0,0,80,0,1995,4,110.0,FB20,B,Benzin,153.0,B5b,G,S,Stufenlos,SM,A,Allrad,2,2014,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2939,CH,Schweiz,1,männlich,,,,subaru,XV,x,subaru - XV
9088,4986499,M1,1,Personenwagen,7116,subaru,subaru xv2.0i/2.0i-s awd,xv2.0i/2.0i-s awd,xv2.0i/2.0i-s,awd,,1SC746,,161,Stationswagen,Grau,Metallic,5,2,0,1525,415,1940,0,1200,80,0,1995,4,110.0,FB20,B,Benzin,153.0,B5b,G,S,Stufenlos,SM,A,Allrad,2,2013,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,356,CH,Schweiz,1,männlich,,,,subaru,XV,x,subaru - XV
9419,4985412,M1,1,Personenwagen,7116,subaru,subaru xv2.0i/2.0i-s awd,xv2.0i/2.0i-s awd,xv2.0i/2.0i-s,awd,,1SC746,,161,Stationswagen,Grau,Metallic,5,2,0,1525,415,1940,0,0,80,0,1995,4,110.0,FB20,B,Benzin,153.0,B5b,G,S,Stufenlos,SM,A,Allrad,2,2012,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,230,CH,Schweiz,1,männlich,,,,subaru,XV,x,subaru - XV
9733,4993278,M1,1,Personenwagen,7116,subaru,subaru xv2.0d/2.0d-s awd,xv2.0d/2.0d-s awd,xv2.0d/2.0d-s,awd,,1SC790,,161,Stationswagen,Weiss,,5,2,0,1565,395,1960,0,0,80,0,1998,4,108.0,EE20,D,Diesel,141.0,B6b,E,M,Mechanisch,M6,A,Allrad,2,2017,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5192,CH,Schweiz,1,männlich,,,,subaru,XV,x,subaru - XV
9794,4985269,M1,1,Personenwagen,7116,subaru,subaru xv2.0i/2.0i-s awd,xv2.0i/2.0i-s awd,xv2.0i/2.0i-s,awd,,1SC746,,161,Stationswagen,Grau,Metallic,5,2,0,1455,485,1940,0,0,80,0,1995,4,110.0,,B,Benzin,153.0,B5b,G,S,Stufenlos,SM,A,Allrad,2,2012,9,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2292,CH,Schweiz,1,männlich,,,,subaru,XV,x,subaru - XV
57,5025700,M1,1,Personenwagen,7116,subaru,subaru forester2.0ds awd,forester2.0ds awd,forester2.0ds,awd,,1SC763,,161,Stationswagen,Blau,,5,2,0,1669,411,2080,0,2000,80,0,1998,4,108,EE20,D,Diesel,156.0,B5b,F,M,Mechanisch,M6,A,Allrad,2,2013,9,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4001,CH,Schweiz,1,männlich,,,,subaru,FORESTER,x,subaru - FORESTER
138,5022935,M1,1,Personenwagen,7116,subaru,subaru forester 2.0i awd,forester 2.0i awd,forester,2.0i,AWD,1SC797,,161,Stationswagen,Schwarz,Metallic,5,2,0,1632,383,2015,0,0,80,0,1995,4,110,FB20,B,Benzin,150.0,B6b,F,S,Stufenlos,SM,A,Allrad,2,2016,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3101,CH,Schweiz,1,männlich,,,,subaru,FORESTER,x,subaru - FORESTER
545,5018456,M1,1,Personenwagen,7116,subaru,subaru forester2.0x awd,forester2.0x awd,forester2.0x,awd,,1SC736,,161,Stationswagen,Rot,,5,2,0,1565,450,2015,0,1500,80,0,1995,4,110.0,FB20,B,Benzin,174.0,B5b,G,A,Automat,A4,A,Allrad,2,2012,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,249,CH,Schweiz,2,weiblich,5.0,Behindertenfahrzeug,,subaru,FORESTER,x,subaru - FORESTER
642,5024726,M1,1,Personenwagen,7116,subaru,subaru forester 2.0d awd,forester 2.0d awd,forester,2.0d,AWD,1SC783,,161,Stationswagen,Schwarz,Metallic,5,2,0,1730,350,2080,0,2000,80,0,1998,4,108,,D,Diesel,148.0,B6b,E,M,Mechanisch,M6,A,Allrad,2,2015,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2228,CH,Schweiz,2,weiblich,,,,subaru,FORESTER,x,subaru - FORESTER
969,5010000,M1,1,Personenwagen,7116,subaru,subaru forester 2.0x awd,forester 2.0x awd,forester,2.0x,AWD,1SC665,,161,Stationswagen,Grau,Metallic,5,2,0,1490,390,1880,0,1500,80,0,1994,4,116.0,,B,Benzin,220.0,B04,G,M,Mechanisch,M5,A,Allrad,2,2005,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4511,CH,Schweiz,1,männlich,,,,subaru,FORESTER,x,subaru - FORESTER
1079,5004661,M1,1,Personenwagen,7116,subaru,subaru forester 2.0x awd,forester 2.0x awd,forester,2.0x,AWD,1SC665,,161,Stationswagen,Grau,,5,2,0,1490,390,1880,0,0,80,0,1994,4,116,,B,Benzin,220.0,B04,G,A,Automat,A4,A,Allrad,2,2005,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2580,CH,Schweiz,1,männlich,,,,subaru,FORESTER,x,subaru - FORESTER
1359,5018374,M1,1,Personenwagen,7116,subaru,subaru forester2.0x awd,forester2.0x awd,forester2.0x,awd,,1SC736,,161,Stationswagen,Grau,Metallic,5,2,0,1565,450,2015,0,1500,80,0,1995,4,110.0,FB20,B,Benzin,174.0,B5b,G,A,Automat,A4,A,Allrad,2,2012,3,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4841,CH,Schweiz,1,männlich,,,,subaru,FORESTER,x,subaru - FORESTER
1470,5011954,M1,1,Personenwagen,7116,subaru,subaru forester2.5xt awd,forester2.5xt awd,forester2.5xt,awd,,1SC661,,161,Stationswagen,Rot,,5,2,0,1550,450,2000,0,2000,80,0,2457,4,155.0,,B,Benzin,261.0,B03,G,M,Mechanisch,M5,A,Allrad,2,2004,9,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6025,CH,Schweiz,1,männlich,,,,subaru,FORESTER,x,subaru - FORESTER
1750,5015126,M1,1,Personenwagen,7116,subaru,subaru forester2.0x awd,forester2.0x awd,forester2.0x,awd,,1SC702,,161,Stationswagen,Grau,Metallic,5,2,0,1565,450,2015,0,0,80,0,1994,4,110.0,EJ20,B,Benzin,198.0,B04,G,M,Mechanisch,M5,A,Allrad,2,2010,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1341,CH,Schweiz,1,männlich,,,,subaru,FORESTER,x,subaru - FORESTER
1787,5025768,M1,1,Personenwagen,7116,subaru,subaru forester2.0ds awd,forester2.0ds awd,forester2.0ds,awd,,1SC763,,161,Stationswagen,Weiss,,5,2,0,1663,417,2080,0,0,80,0,1998,4,108,EE20,D,Diesel,156.0,B5b,F,M,Mechanisch,M6,A,Allrad,2,2014,3,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2939,CH,Schweiz,1,männlich,,,,subaru,FORESTER,x,subaru - FORESTER
2129,5008827,M1,1,Personenwagen,7116,subaru,subaru forester,forester,forester,nan,,,X,161,Stationswagen,Grau,Metallic,5,2,0,1450,430,1880,0,1500,50,0,1994,4,92.0,,B,Benzin,,B03,C,A,Automat,A5,A,Allrad,2,2004,3,Kanton,Deutschland,A,2017.0,3.0,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,160,CH,Schweiz,1,männlich,,,,subaru,FORESTER,x,subaru - FORESTER
2148,5013892,M1,1,Personenwagen,7116,subaru,subaru forester2.0x awd,forester2.0x awd,forester2.0x,awd,,1SC702,,161,Stationswagen,Grau,,5,2,0,1575,440,2015,0,0,80,0,1994,4,110.0,EJ20,B,Benzin,199.0,B04,G,A,Automat,A4,A,Allrad,2,2010,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,261,CH,Schweiz,2,weiblich,,,,subaru,FORESTER,x,subaru - FORESTER
2284,5015832,M1,1,Personenwagen,7116,subaru,subaru forester2.0td awd,forester2.0td awd,forester2.0td,awd,,1SC705,,161,Stationswagen,Grau,,5,2,0,1680,370,2050,0,0,80,0,1998,4,108.0,,D,Diesel,170.0,B04,G,M,Mechanisch,M6,A,Allrad,2,2008,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4228,CH,Schweiz,1,männlich,,,,subaru,FORESTER,x,subaru - FORESTER
2420,5025750,M1,1,Personenwagen,7116,subaru,subaru forester2.0ds awd,forester2.0ds awd,forester2.0ds,awd,,1SC763,,161,Stationswagen,Grau,,5,2,0,1663,417,2080,0,2000,80,0,1998,4,108,EE20,D,Diesel,156.0,B5b,F,M,Mechanisch,M6,A,Allrad,2,2013,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4141,CH,Schweiz,3,juristisch,,,,subaru,FORESTER,x,subaru - FORESTER
2533,5018299,M1,1,Personenwagen,7116,subaru,subaru forester2.0x awd,forester2.0x awd,forester2.0x,awd,,1SC736,,161,Stationswagen,Grau,Metallic,5,2,0,1565,450,2015,0,0,80,0,1995,4,110.0,,B,Benzin,174.0,B5b,G,A,Automat,A4,A,Allrad,2,2012,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,954,CH,Schweiz,3,juristisch,,,,subaru,FORESTER,x,subaru - FORESTER
2915,5027505,M1,1,Personenwagen,7116,subaru,subaru forester2.0xt awd,forester2.0xt awd,forester2.0xt,awd,,1SC786,,161,Stationswagen,Grau,,5,2,0,1722,388,2110,0,0,80,0,1998,4,177,FA20,B,Benzin,197.0,B6b,G,S,Stufenlos,SM,A,Allrad,2,2017,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6616,CH,Schweiz,3,juristisch,,,,subaru,FORESTER,x,subaru - FORESTER
3209,5012346,M1,1,Personenwagen,7116,subaru,subaru forester2.5xt awd,forester2.5xt awd,forester2.5xt,awd,,1SC666,,161,Stationswagen,Blau,Metallic,5,2,0,1610,390,2000,0,0,80,0,2457,4,169.0,,B,Benzin,250.0,B04,G,A,Automat,A4,A,Allrad,2,2005,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5482,CH,Schweiz,1,männlich,,,,subaru,FORESTER,x,subaru - FORESTER
3342,4999946,M1,1,Personenwagen,7116,subaru,subaru forester 2.0 4wd,forester 2.0 4wd,forester,2.0,4WD,1SC637,,161,Stationswagen,Grau,,5,2,0,1450,425,1875,0,1500,80,0,1994,4,92,EJ20,B,Benzin,229.0,B03,G,A,Automat,A4,A,Allrad,2,2000,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,117,CH,Schweiz,1,männlich,,,,subaru,FORESTER,x,subaru - FORESTER
3507,5026553,M1,1,Personenwagen,7116,subaru,subaru forester2.0xt awd,forester2.0xt awd,forester2.0xt,awd,,1SC765,,161,Stationswagen,Grau,Metallic,5,2,0,1711,399,2110,0,0,80,0,1998,4,177,FA20,B,Benzin,197.0,B5b,G,S,Stufenlos,SM,A,Allrad,2,2014,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5238,CH,Schweiz,1,männlich,,,,subaru,FORESTER,x,subaru - FORESTER
3951,5018558,M1,1,Personenwagen,7116,subaru,subaru forester2.0x awd,forester2.0x awd,forester2.0x,awd,,1SC736,,161,Stationswagen,Blau,Metallic,5,2,0,1565,450,2015,0,1500,80,0,1995,4,110.0,FB20,B,Benzin,174.0,B5b,G,A,Automat,A4,A,Allrad,2,2013,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,576,CH,Schweiz,1,männlich,,,,subaru,FORESTER,x,subaru - FORESTER
3966,4999349,M1,1,Personenwagen,7116,subaru,subaru forester 2.0t 4wd,forester 2.0t 4wd,forester,2.0t,4WD,1SC638,,161,Stationswagen,Weiss,,5,2,0,1520,430,1950,0,1800,80,0,1994,4,130,,B,Benzin,251.0,B03,G,M,Mechanisch,M5,A,Allrad,2,2002,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4566,CH,Schweiz,1,männlich,,,,subaru,FORESTER,x,subaru - FORESTER
